f_matchNumber,f_teamNumber,f_1_portc,f_2_portc,f_1_cheval,f_2_cheval,f_1_moat,f_2_moat,f_1_ramparts,f_2_ramparts,f_1_bridge,f_2_bridge,f_1_sally,f_2_sally,f_1_rock,f_2_rock,f_1_lowbar,f_2_lowbar,f_numahigh,f_numalow,f_numamhigh,f_numamlow,f_numport,f_STUCKport,f_numcheval,f_STUCKcheval,f_nummoat,f_STUCKmoat,f_numramparts,f_STUCKramparts,f_numbridge,f_STUCKbridge,f_numsally,f_STUCKsally,f_numrock,f_STUCKrock,f_numrough,f_STUCKrough,f_numlowbar,f_STUCKlowbar,f_goalhigh,f_goallow,f_mgoalhigh,f_mgoallow,f_captured,f_scaled,f_fouls,f_tfouls,f_dead,f_disabled,f_tipped,f_fell,f_notes,timestamp,f_scoutName
Match #, Team #, Auto Breach Portcullis Attempt, Auto Breach Portcullis Passed, Auto Breach Cheval Attempt, Auto Breach Cheval Passed, Auto Breach Moat Attempt, Auto Breach Moat Passed, Auto Breach Ramparts Attempt, Auto Breach Ramparts Passed, Auto Breach Drawbridge Attempt, Auto Breach Drawbridge Passed, Auto Breach Sally Attempt, Auto Breach Sally Passed, Auto Breach Rock Attempt, Auto Breach Rock Passed, Auto Breach Lowbar Attempt, Auto Breach Passed, Auto # High Goal, Auto # Low Goal, Auto Miss # High Goal, Auto Miss # Low Goal, Breach Porticullis, Stuck Porticullis, Breach Cheval, Stuck Cheval, Breach Moat, Stuck Moat, Breach Ramparts, Stuck Ramparts, Breach Drawbridge, Stuck Drawbridge, Breach Sally, Stuck Sally, Breach Rock, Stuck Rock, Breach Rough, Stuck Rough, Breach Lowbar, Stuck Lowbar, # Goal High, # Goal Low, # Goal Low Miss, # Goal High Miss, Captured, Scaled, Fouls, Tech Fouls, Dead, Disabled, Tipped, Fell, NoteS, Timestamp, Scout Name
